track_id,track_name,artist,genre,album_type,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,valence,tempo
track_00426,Song Title 426,Kendrick Lamar,rock,album,63,256744,1,0.356,0.814,11,-6.63,1,0.035,0.025,0.414,107.7
track_00427,Song Title 427,Taylor Swift,latin,single,52,196866,0,0.464,0.553,2,-6.54,0,0.104,0.118,0.792,146.4
track_00428,Song Title 428,Dua Lipa,rock,album,47,223436,1,0.532,0.441,6,-14.43,0,0.076,0.214,0.309,106.9
track_00429,Song Title 429,Harry Styles,rock,album,49,171885,0,0.809,0.5,2,-12.63,0,0.007,0.06,0.58,118.9
track_00430,Song Title 430,The Weeknd,dance/electronic,album,66,142103,1,0.667,0.756,7,-8.01,1,0.081,0.212,0.763,132.7
track_00431,Song Title 431,Coldplay,dance/electronic,single,72,211948,0,0.485,0.661,4,-10.8,0,0.052,0.005,0.534,133.6
track_00432,Song Title 432,Doja Cat,hip-hop,album,43,223416,0,0.584,0.494,2,-9.9,0,0.218,0.063,0.37,142.2
track_00433,Song Title 433,The Weeknd,rock,album,59,269639,0,0.595,0.372,4,-18.79,1,0.027,0.162,0.154,125.3
track_00434,Song Title 434,Dua Lipa,rock,album,71,282211,1,0.814,0.76,4,-8.9,1,0.104,0.518,0.709,109.5
track_00435,Song Title 435,Coldplay,r&b,album,59,200250,0,0.7,0.743,7,-6.48,1,0.105,0.046,0.512,111.3
track_00436,Song Title 436,Olivia Rodrigo,dance/electronic,album,77,241924,0,0.37,0.704,11,-9.32,1,0.02,0.181,0.42,120.6
track_00437,Song Title 437,Drake,rock,album,68,221028,0,0.701,0.969,8,-6.13,0,0.187,0.229,0.926,126.2
track_00438,Song Title 438,Bad Bunny,indie,album,63,210079,0,0.755,0.576,5,-9.9,0,0.054,0.354,0.658,116.3
track_00439,Song Title 439,Drake,hip-hop,single,74,208688,0,0.988,0.594,9,-8.68,0,0.091,0.018,0.533,120.5
track_00440,Song Title 440,The Weeknd,indie,album,51,204926,0,0.808,0.845,2,-6.06,0,0.013,0.318,0.506,82.1
track_00441,Song Title 441,The Weeknd,indie,album,77,206432,1,0.641,0.665,1,-10.97,1,0.024,0.266,0.594,136.7
track_00442,Song Title 442,Coldplay,latin,album,60,267981,0,0.855,0.557,10,-10.17,1,0.071,0.06,0.391,124.5
track_00443,Song Title 443,Coldplay,latin,single,64,217510,0,0.666,0.572,2,-11.65,0,0.031,0.082,0.251,145.0
track_00444,Song Title 444,Harry Styles,hip-hop,album,67,270965,0,0.748,0.417,8,-11.83,1,0.055,0.436,0.696,120.0
track_00445,Song Title 445,Olivia Rodrigo,indie,single,89,178559,0,0.788,0.671,6,-6.3,1,0.037,0.088,0.519,76.5
track_00446,Song Title 446,Harry Styles,rock,album,58,120000,0,0.759,0.688,10,-14.2,0,0.082,0.111,0.322,111.0
track_00447,Song Title 447,Dua Lipa,dance/electronic,album,68,193798,0,0.744,0.756,10,-7.69,0,0.053,0.02,0.552,115.0
track_00448,Song Title 448,Ed Sheeran,hip-hop,album,80,180738,0,0.425,0.703,8,-12.22,1,0.0,0.04,0.218,138.6
track_00449,Song Title 449,Drake,r&b,single,73,157724,0,0.582,0.912,5,-0.52,1,0.084,0.351,0.713,68.2
track_00450,Song Title 450,Coldplay,indie,album,72,255522,0,0.764,0.515,7,-12.7,1,0.044,0.333,0.743,121.0
track_00451,Song Title 451,Billie Eilish,hip-hop,single,50,163226,1,0.451,0.61,9,-8.75,1,0.033,0.034,0.573,132.8
track_00452,Song Title 452,Dua Lipa,pop,single,55,230397,1,0.29,0.712,10,-8.68,0,0.008,0.067,0.312,103.5
track_00453,Song Title 453,Post Malone,pop,album,61,280496,0,0.58,0.736,8,-9.84,1,0.02,0.351,0.311,121.9
track_00454,Song Title 454,Olivia Rodrigo,latin,album,61,169752,1,0.888,0.937,2,-6.86,0,0.02,0.603,0.662,104.3
track_00455,Song Title 455,The Weeknd,dance/electronic,album,48,201917,0,0.689,0.631,6,-6.73,1,0.219,0.084,0.68,101.8
track_00456,Song Title 456,Harry Styles,rock,album,60,257344,0,0.52,0.804,8,-5.23,1,0.045,0.178,0.87,109.8
track_00457,Song Title 457,Dua Lipa,dance/electronic,single,88,195461,0,0.901,0.553,1,-7.26,0,0.003,0.12,0.53,102.2
track_00458,Song Title 458,Doja Cat,dance/electronic,single,65,221633,0,0.437,0.772,11,-7.54,0,0.012,0.138,0.436,137.1
track_00459,Song Title 459,Drake,dance/electronic,album,90,232375,0,0.839,0.735,6,-7.67,0,0.007,0.124,0.474,101.6
track_00460,Song Title 460,Coldplay,dance/electronic,album,69,216075,0,0.695,0.911,4,-5.96,0,0.071,0.526,0.422,97.4
track_00461,Song Title 461,The Weeknd,r&b,single,49,194309,0,0.4,0.769,7,-8.27,0,0.017,0.424,0.277,164.2
track_00462,Song Title 462,Bad Bunny,r&b,album,83,182669,0,0.74,0.659,3,-11.54,1,0.055,0.267,0.572,144.0
track_00463,Song Title 463,Doja Cat,latin,single,71,171682,0,0.624,0.713,0,-8.43,1,0.037,0.092,0.543,73.5
track_00464,Song Title 464,Olivia Rodrigo,hip-hop,album,82,230877,0,0.676,0.718,10,-10.09,1,0.13,0.018,0.61,100.9
track_00465,Song Title 465,Dua Lipa,pop,album,55,186973,0,0.751,0.567,9,-10.05,0,0.031,0.1,0.407,126.1
track_00466,Song Title 466,Ariana Grande,dance/electronic,album,79,251859,0,0.727,0.564,7,-10.64,0,0.049,0.139,0.397,128.1
track_00467,Song Title 467,The Weeknd,latin,album,87,265620,1,0.834,0.712,5,-8.03,0,0.102,0.01,0.695,82.7
track_00468,Song Title 468,Drake,hip-hop,album,70,169511,1,0.676,0.718,7,-5.16,0,0.045,0.306,0.421,149.0
track_00469,Song Title 469,Taylor Swift,pop,album,70,235836,0,0.961,0.805,2,-7.2,1,0.126,0.009,0.389,140.6
track_00470,Song Title 470,Billie Eilish,indie,album,61,282064,1,0.645,0.346,7,-12.95,0,0.087,0.047,0.61,132.0
track_00471,Song Title 471,BTS,rock,single,75,180063,0,0.847,0.6,7,-6.29,1,0.042,0.326,0.518,153.9
track_00472,Song Title 472,Doja Cat,r&b,single,70,252022,0,0.84,0.663,11,-6.78,1,0.056,0.462,0.777,131.3
track_00473,Song Title 473,Ed Sheeran,indie,album,75,229667,0,0.665,0.8,0,-4.9,1,0.273,0.303,0.661,131.2
track_00474,Song Title 474,BTS,pop,album,79,243616,0,0.565,0.75,3,-8.61,1,0.087,0.137,0.428,158.9
track_00475,Song Title 475,Drake,indie,album,58,183525,1,0.887,0.596,6,-10.01,1,0.188,0.489,0.294,147.5
track_00476,Song Title 476,Post Malone,rock,album,61,276681,0,0.84,0.705,10,-11.35,1,0.016,0.006,0.466,99.0
track_00477,Song Title 477,Harry Styles,latin,album,70,186561,0,0.689,0.724,0,-7.43,0,0.053,0.08,0.639,135.8
track_00478,Song Title 478,Post Malone,pop,album,62,232422,0,0.659,0.544,2,-10.75,0,0.191,0.052,0.455,103.4
track_00479,Song Title 479,Taylor Swift,indie,album,70,207786,0,0.765,0.5,2,-11.96,1,0.031,0.537,0.594,132.6
track_00480,Song Title 480,Doja Cat,r&b,album,60,228782,1,0.822,0.772,5,-5.6,0,0.275,0.168,0.613,131.9
track_00481,Song Title 481,Ed Sheeran,r&b,album,84,175580,0,0.67,0.804,4,-9.55,1,0.008,0.009,0.551,85.4
track_00482,Song Title 482,Ariana Grande,hip-hop,album,88,167042,0,0.826,0.665,11,-6.09,1,0.186,0.136,0.496,117.0
track_00483,Song Title 483,Taylor Swift,indie,single,74,220046,0,0.748,0.876,10,-4.18,0,0.047,0.111,0.514,126.6
track_00484,Song Title 484,Doja Cat,dance/electronic,album,73,197146,0,0.894,0.629,6,-10.08,0,0.006,0.125,0.361,109.1
track_00485,Song Title 485,Kendrick Lamar,indie,album,67,195954,0,0.833,0.817,2,-7.23,0,0.169,0.045,0.498,127.9
track_00486,Song Title 486,BTS,latin,album,59,229068,0,0.995,0.4,10,-12.63,1,0.023,0.436,0.244,140.1
track_00487,Song Title 487,Taylor Swift,pop,album,68,157686,0,0.795,0.78,0,-4.49,1,0.002,0.154,0.771,119.2
track_00488,Song Title 488,BTS,pop,single,93,252240,0,0.966,0.633,10,-9.66,1,0.012,0.01,0.397,125.6
track_00489,Song Title 489,The Weeknd,latin,album,66,214182,1,0.656,0.618,2,-9.83,1,0.086,0.091,0.731,154.6
track_00490,Song Title 490,Post Malone,indie,single,49,236699,1,0.899,0.408,7,-13.44,0,0.305,0.378,0.885,131.8
track_00491,Song Title 491,The Weeknd,latin,album,76,228457,0,0.955,0.548,4,-7.66,1,0.009,0.101,0.792,125.0
track_00492,Song Title 492,Billie Eilish,rock,album,66,230387,0,0.557,0.509,2,-12.59,1,0.05,0.515,0.288,96.0
track_00493,Song Title 493,Kendrick Lamar,latin,single,73,168053,0,0.815,0.749,7,-8.07,1,0.016,0.087,0.412,136.8
track_00494,Song Title 494,Ed Sheeran,r&b,album,79,250764,0,0.331,0.68,5,-6.19,1,0.109,0.033,0.406,128.3
track_00495,Song Title 495,Ariana Grande,latin,album,79,219551,0,0.784,0.823,2,-6.54,1,0.01,0.402,0.539,152.1
track_00496,Song Title 496,Olivia Rodrigo,pop,album,56,193375,0,0.845,0.651,4,-7.31,0,0.022,0.318,0.764,121.2
track_00497,Song Title 497,BTS,r&b,album,61,205614,0,0.561,0.853,0,-8.18,1,0.017,0.178,0.441,74.6
track_00498,Song Title 498,Ariana Grande,pop,single,64,222674,0,0.591,0.517,5,-12.14,0,0.064,0.217,0.485,77.5
track_00499,Song Title 499,BTS,hip-hop,album,57,216308,0,0.721,0.996,11,-1.09,1,0.165,0.031,0.661,138.4
track_00500,Song Title 500,Drake,dance/electronic,album,71,230903,0,0.824,0.519,8,-13.05,0,0.057,0.213,0.693,105.7
track_00501,Song Title 501,Taylor Swift,pop,album,49,267868,0,0.513,0.873,11,-6.33,1,0.005,0.002,0.646,130.9
track_00502,Song Title 502,Billie Eilish,r&b,album,84,173717,0,0.662,0.881,6,-5.39,1,0.066,0.148,0.368,122.9
track_00503,Song Title 503,Post Malone,hip-hop,album,77,236259,0,0.507,0.797,10,-9.23,1,0.128,0.121,0.294,115.8
track_00504,Song Title 504,Olivia Rodrigo,pop,album,69,206244,0,0.952,0.42,7,-14.11,1,0.011,0.562,0.408,117.6
track_00505,Song Title 505,Coldplay,rock,album,58,249989,0,0.738,0.504,5,-11.7,1,0.006,0.137,0.632,98.4
track_00506,Song Title 506,BTS,latin,single,69,266897,0,0.601,0.909,10,-5.36,1,0.017,0.371,0.544,119.6
track_00507,Song Title 507,Ariana Grande,dance/electronic,album,67,216864,0,0.861,0.64,4,-7.2,0,0.11,0.078,0.54,105.4
track_00508,Song Title 508,Billie Eilish,pop,album,51,231728,0,0.678,0.654,11,-6.46,1,0.072,0.378,0.392,110.7
track_00509,Song Title 509,Bad Bunny,hip-hop,single,75,252562,1,0.907,0.866,5,-7.85,1,0.062,0.02,0.822,111.9
track_00510,Song Title 510,Olivia Rodrigo,rock,album,66,244938,0,0.529,0.28,6,-15.3,1,0.023,0.067,0.788,114.3
track_00511,Song Title 511,Bad Bunny,indie,album,68,253986,0,0.751,0.747,8,-6.7,1,0.032,0.389,0.475,143.1
track_00512,Song Title 512,The Weeknd,hip-hop,album,89,199567,0,0.819,0.839,7,-3.55,0,0.27,0.367,0.274,116.8
track_00513,Song Title 513,Post Malone,latin,album,83,191909,0,0.867,0.633,4,-8.44,0,0.022,0.023,0.927,145.6
track_00514,Song Title 514,Harry Styles,hip-hop,album,71,170233,0,0.789,0.538,6,-10.81,1,0.186,0.453,0.94,158.4
track_00515,Song Title 515,Harry Styles,rock,single,47,203163,0,0.604,0.594,7,-9.16,1,0.07,0.017,0.772,141.4
track_00516,Song Title 516,Coldplay,hip-hop,album,64,207054,0,0.793,0.581,0,-9.36,1,0.011,0.236,0.412,133.4
track_00517,Song Title 517,Drake,rock,album,54,204973,1,0.512,0.815,7,-8.81,1,0.05,0.118,0.478,128.2
track_00518,Song Title 518,Ariana Grande,pop,single,63,227227,0,0.728,0.72,10,-8.09,1,0.237,0.486,0.696,141.6
track_00519,Song Title 519,Doja Cat,rock,album,51,228139,0,0.718,0.152,6,-14.66,1,0.043,0.051,0.416,122.2
track_00520,Song Title 520,Coldplay,rock,album,60,207710,1,0.524,0.636,10,-10.24,1,0.159,0.021,0.574,144.6
track_00521,Song Title 521,Taylor Swift,dance/electronic,album,86,222136,0,0.952,0.517,11,-11.47,0,0.024,0.031,0.281,135.4
track_00522,Song Title 522,Taylor Swift,rock,single,68,238936,1,0.415,0.813,11,-7.48,1,0.068,0.268,0.693,111.0
track_00523,Song Title 523,Ariana Grande,rock,album,84,182042,0,0.819,0.663,1,-14.02,1,0.149,0.097,0.617,142.4
track_00524,Song Title 524,Doja Cat,indie,album,55,242662,1,0.919,0.683,1,-9.03,1,0.203,0.123,0.465,122.3
track_00525,Song Title 525,Ed Sheeran,pop,album,66,188602,0,0.68,0.634,11,-9.25,0,0.053,0.281,0.252,117.3
track_00526,Song Title 526,Drake,latin,album,81,260367,0,0.715,0.815,5,-7.99,0,0.082,0.284,0.424,108.1
track_00527,Song Title 527,Billie Eilish,dance/electronic,album,87,215818,0,0.754,0.518,2,-14.02,1,0.0,0.004,0.264,124.2
track_00528,Song Title 528,BTS,indie,album,56,212243,0,0.878,0.712,0,-10.37,0,0.023,0.054,0.67,144.9
track_00529,Song Title 529,Doja Cat,r&b,single,71,147360,0,0.945,0.852,7,-4.84,1,0.026,0.34,0.464,142.2
track_00530,Song Title 530,Harry Styles,pop,album,79,233026,0,0.52,0.755,6,-3.98,0,0.008,0.098,0.663,128.8
track_00531,Song Title 531,Olivia Rodrigo,pop,album,70,213326,0,0.985,0.56,3,-8.28,1,0.026,0.212,0.17,135.0
track_00532,Song Title 532,Ed Sheeran,r&b,single,61,216095,0,0.85,0.67,0,-11.96,1,0.031,0.149,0.68,151.8
track_00533,Song Title 533,BTS,latin,single,48,206742,0,0.835,0.645,1,-7.97,1,0.277,0.443,0.576,116.3
track_00534,Song Title 534,BTS,rock,album,56,231881,0,0.674,0.743,8,-9.43,1,0.088,0.266,0.59,92.1
track_00535,Song Title 535,Ed Sheeran,indie,album,56,238891,1,0.74,0.981,3,-5.47,1,0.044,0.075,0.316,152.5
track_00536,Song Title 536,The Weeknd,hip-hop,album,71,226940,0,0.827,0.506,2,-12.82,1,0.354,0.023,0.491,106.8
track_00537,Song Title 537,Bad Bunny,dance/electronic,single,67,256097,1,0.452,0.386,7,-12.41,0,0.013,0.122,0.501,102.7
track_00538,Song Title 538,BTS,hip-hop,single,50,184824,0,0.747,0.59,3,-8.64,0,0.052,0.307,0.63,75.1
track_00539,Song Title 539,Ed Sheeran,r&b,album,73,189250,0,0.83,0.609,6,-10.45,1,0.083,0.156,0.323,134.3
track_00540,Song Title 540,Doja Cat,pop,single,83,224234,0,0.732,0.732,4,-8.45,1,0.005,0.004,0.303,79.5
track_00541,Song Title 541,Ed Sheeran,latin,album,76,233162,0,0.914,0.847,4,-5.52,1,0.101,0.195,0.256,101.2
track_00542,Song Title 542,Kendrick Lamar,pop,album,40,228084,0,0.348,0.832,10,-5.56,0,0.008,0.354,0.227,134.7
track_00543,Song Title 543,Coldplay,dance/electronic,album,72,164936,0,0.968,0.272,5,-13.29,1,0.012,0.091,0.234,138.0
track_00544,Song Title 544,Dua Lipa,pop,single,66,167912,0,0.712,0.518,11,-14.29,1,0.014,0.097,0.497,103.7
track_00545,Song Title 545,The Weeknd,pop,album,64,203532,1,0.873,0.324,3,-14.78,1,0.211,0.125,0.521,116.6
track_00546,Song Title 546,Post Malone,dance/electronic,single,72,147375,0,0.933,0.882,1,-8.03,1,0.092,0.131,0.275,98.2
track_00547,Song Title 547,Dua Lipa,indie,single,64,219131,0,0.566,0.473,5,-12.54,1,0.085,0.026,0.511,106.3
track_00548,Song Title 548,Coldplay,indie,single,77,207380,0,0.623,0.831,4,-7.16,1,0.065,0.067,0.557,126.7
track_00549,Song Title 549,Coldplay,dance/electronic,album,100,177993,0,0.688,0.897,2,-5.75,0,0.028,0.219,0.687,107.5
track_00550,Song Title 550,Coldplay,latin,album,65,190689,0,0.65,0.462,3,-14.21,1,0.078,0.074,0.161,113.9
track_00551,Song Title 551,Dua Lipa,r&b,album,83,213840,0,0.566,0.596,2,-13.44,0,0.042,0.057,0.53,83.4
track_00552,Song Title 552,Ariana Grande,pop,album,75,157726,0,0.786,0.622,2,-14.24,1,0.013,0.045,0.563,148.3
track_00553,Song Title 553,Bad Bunny,latin,album,70,188880,0,0.794,0.867,3,-6.39,0,0.094,0.371,0.532,132.8
track_00554,Song Title 554,Ed Sheeran,pop,single,53,200781,0,0.434,0.41,1,-14.31,1,0.011,0.49,0.337,139.8
track_00555,Song Title 555,Olivia Rodrigo,r&b,album,56,199506,1,0.59,0.863,3,-7.55,0,0.017,0.078,0.252,152.3
track_00556,Song Title 556,Bad Bunny,indie,album,75,200512,1,0.86,0.6,9,-7.76,1,0.136,0.127,0.231,99.4
track_00557,Song Title 557,Harry Styles,latin,album,47,257566,0,0.749,0.723,10,-10.14,0,0.086,0.128,0.645,111.0
track_00558,Song Title 558,Doja Cat,rock,album,51,243199,0,0.579,0.943,1,-2.08,1,0.08,0.745,0.231,72.6
track_00559,Song Title 559,Drake,rock,album,73,187490,0,0.736,0.72,9,-5.24,1,0.043,0.033,0.22,198.5
track_00560,Song Title 560,Ariana Grande,rock,album,72,173698,1,0.568,0.529,7,-15.43,1,0.04,0.418,0.499,116.3
track_00561,Song Title 561,Post Malone,indie,single,83,195532,0,0.551,0.704,9,-8.55,0,0.094,0.097,0.173,146.0
track_00562,Song Title 562,Bad Bunny,indie,album,72,252950,0,0.931,0.643,4,-10.51,1,0.108,0.035,0.678,89.0
track_00563,Song Title 563,Olivia Rodrigo,r&b,single,69,135544,0,0.846,0.64,6,-15.58,0,0.057,0.391,0.381,144.9
track_00564,Song Title 564,Taylor Swift,pop,single,88,212925,0,0.887,0.821,10,-9.75,1,0.279,0.129,0.7,166.4
track_00565,Song Title 565,Coldplay,r&b,album,51,199218,0,0.58,0.776,3,-6.03,1,0.249,0.203,0.377,118.5
track_00566,Song Title 566,BTS,r&b,single,77,251942,0,0.781,0.758,9,-3.84,1,0.043,0.161,0.462,94.7
track_00567,Song Title 567,Harry Styles,indie,album,51,244340,0,0.622,0.436,5,-11.21,0,0.137,0.176,0.563,116.5
track_00568,Song Title 568,Drake,rock,single,69,158615,0,0.67,0.917,11,-4.68,1,0.063,0.223,0.758,64.3
track_00569,Song Title 569,The Weeknd,hip-hop,album,58,251882,0,0.664,0.693,9,-8.95,1,0.057,0.417,0.375,119.1
track_00570,Song Title 570,Post Malone,pop,single,79,128318,0,0.816,0.816,3,-3.57,0,0.005,0.169,0.313,140.5
track_00571,Song Title 571,Doja Cat,indie,single,71,231429,0,0.669,0.467,5,-8.23,1,0.068,0.073,0.276,119.1
track_00572,Song Title 572,Drake,rock,single,81,234571,0,0.578,0.935,0,-6.22,1,0.185,0.142,0.519,112.9
track_00573,Song Title 573,Coldplay,latin,single,73,268980,1,0.728,0.647,5,-13.65,1,0.121,0.103,0.649,133.2
track_00574,Song Title 574,BTS,hip-hop,album,75,217957,0,0.666,0.875,5,-10.2,1,0.123,0.058,0.627,135.1
track_00575,Song Title 575,Ariana Grande,hip-hop,album,93,186744,0,0.826,0.705,1,-6.07,0,0.014,0.218,0.687,78.5
track_00576,Song Title 576,BTS,indie,album,42,174707,0,0.598,0.444,11,-13.0,1,0.036,0.191,0.695,122.2
track_00577,Song Title 577,Dua Lipa,dance/electronic,album,87,261107,0,0.517,0.818,9,-6.54,1,0.021,0.163,0.358,180.9
track_00578,Song Title 578,BTS,pop,album,55,269398,0,0.71,0.405,9,-17.1,0,0.03,0.45,0.059,86.6
track_00579,Song Title 579,Dua Lipa,hip-hop,album,81,194303,0,0.963,0.713,8,-10.09,0,0.069,0.235,0.394,117.9
track_00580,Song Title 580,Harry Styles,indie,single,68,210776,1,0.614,0.864,5,-6.76,1,0.036,0.009,0.664,168.5
track_00581,Song Title 581,Ariana Grande,indie,album,54,257715,0,0.728,0.392,11,-13.31,0,0.066,0.2,0.285,147.6
track_00582,Song Title 582,Doja Cat,rock,single,66,236917,0,0.577,0.558,10,-11.87,1,0.046,0.351,0.643,107.2
track_00583,Song Title 583,Billie Eilish,latin,album,87,203462,0,0.81,0.932,6,-7.17,0,0.027,0.25,0.479,125.2
track_00584,Song Title 584,Coldplay,dance/electronic,single,76,183411,0,0.897,0.628,1,-11.53,0,0.008,0.25,0.49,119.9
track_00585,Song Title 585,Dua Lipa,pop,single,72,180554,0,0.901,0.826,1,-4.37,0,0.178,0.011,0.648,101.3
track_00586,Song Title 586,The Weeknd,r&b,album,100,243367,0,0.927,0.832,1,-6.19,0,0.001,0.366,0.38,118.1
track_00587,Song Title 587,BTS,latin,album,93,197154,0,0.836,0.926,9,-3.96,1,0.0,0.003,0.744,113.0
track_00588,Song Title 588,BTS,latin,single,81,195768,0,0.727,0.713,10,-10.4,1,0.14,0.137,0.546,122.8
track_00589,Song Title 589,The Weeknd,rock,album,65,231416,0,0.698,0.741,8,-14.05,1,0.46,0.154,0.818,101.3
track_00590,Song Title 590,Doja Cat,hip-hop,album,53,212821,0,0.712,0.489,2,-13.22,1,0.104,0.441,0.497,88.1
track_00591,Song Title 591,Taylor Swift,hip-hop,album,72,223630,0,0.774,0.871,3,-7.79,1,0.001,0.077,0.384,119.0
track_00592,Song Title 592,Harry Styles,rock,album,85,198658,0,0.665,0.85,0,-5.71,0,0.021,0.064,0.693,162.9
track_00593,Song Title 593,Ed Sheeran,indie,album,61,197203,1,0.872,0.652,0,-3.0,1,0.286,0.073,0.513,122.1
track_00594,Song Title 594,Billie Eilish,hip-hop,album,48,184294,0,0.522,0.847,3,-5.06,1,0.132,0.6,0.2,111.7
track_00595,Song Title 595,Post Malone,dance/electronic,album,75,234813,0,0.507,0.891,1,-0.28,1,0.067,0.1,0.806,138.9
track_00596,Song Title 596,Olivia Rodrigo,pop,album,76,212976,0,0.852,0.717,7,-7.39,1,0.022,0.169,0.534,116.0
track_00597,Song Title 597,Dua Lipa,latin,single,67,220260,0,0.919,0.751,3,-9.25,0,0.001,0.081,0.766,166.7
track_00598,Song Title 598,The Weeknd,latin,album,52,174309,0,0.767,0.634,2,-9.16,1,0.002,0.386,0.533,119.9
track_00599,Song Title 599,Olivia Rodrigo,dance/electronic,single,89,234349,0,0.768,0.733,2,-4.71,0,0.076,0.089,0.303,137.5
track_00600,Song Title 600,Ariana Grande,hip-hop,album,66,220922,1,0.887,0.338,5,-10.93,1,0.002,0.436,0.567,101.1
track_00601,Song Title 601,Doja Cat,latin,album,56,235560,0,0.787,0.685,11,-10.19,0,0.404,0.026,0.615,132.6
track_00602,Song Title 602,Dua Lipa,r&b,album,42,222079,0,0.751,0.272,5,-15.14,1,0.016,0.402,0.332,126.9
track_00603,Song Title 603,Ed Sheeran,pop,album,58,220010,0,0.511,0.538,5,-14.25,1,0.099,0.026,0.41,118.6
track_00604,Song Title 604,Olivia Rodrigo,pop,album,86,146294,1,0.791,0.95,5,-3.15,0,0.013,0.097,0.484,107.5
track_00605,Song Title 605,Ariana Grande,latin,album,71,249821,0,0.66,0.61,7,-7.14,1,0.062,0.266,0.77,104.0
track_00606,Song Title 606,Drake,rock,album,92,163783,0,0.948,0.791,7,-7.26,1,0.007,0.007,0.159,127.1
track_00607,Song Title 607,Coldplay,latin,album,41,246297,0,0.501,0.641,8,-11.08,1,0.116,0.389,0.476,135.7
track_00608,Song Title 608,BTS,rock,album,70,207451,0,0.582,0.816,0,-6.23,1,0.07,0.192,0.685,116.8
track_00609,Song Title 609,Drake,latin,album,84,153764,0,0.614,0.798,9,-6.4,1,0.007,0.25,0.23,127.2
track_00610,Song Title 610,Dua Lipa,r&b,album,83,206985,0,0.503,0.836,7,-6.47,0,0.151,0.142,0.961,119.1
track_00611,Song Title 611,Ed Sheeran,indie,single,71,157491,0,0.863,0.306,4,-14.74,1,0.063,0.009,0.689,122.5
track_00612,Song Title 612,Billie Eilish,pop,album,92,248779,0,0.759,0.596,2,-10.81,1,0.204,0.429,0.237,115.0
track_00613,Song Title 613,Olivia Rodrigo,latin,album,74,191949,0,0.412,0.84,10,-4.57,1,0.199,0.023,0.481,120.4
track_00614,Song Title 614,Harry Styles,r&b,single,76,173558,0,0.724,0.439,9,-11.51,1,0.203,0.165,0.334,187.5
track_00615,Song Title 615,Coldplay,rock,album,61,233129,0,0.501,0.65,2,-11.56,0,0.006,0.281,0.363,127.8
track_00616,Song Title 616,Dua Lipa,rock,album,52,208517,1,0.844,0.441,5,-14.97,0,0.01,0.503,0.504,136.1
track_00617,Song Title 617,Doja Cat,pop,single,56,228205,1,0.446,0.822,7,-7.36,0,0.352,0.029,0.117,131.0
track_00618,Song Title 618,The Weeknd,dance/electronic,album,71,206013,0,0.799,0.602,9,-8.89,0,0.053,0.212,0.127,113.4
track_00619,Song Title 619,Harry Styles,latin,album,51,250482,1,0.65,0.088,1,-18.3,0,0.022,0.296,0.512,152.3
track_00620,Song Title 620,Harry Styles,hip-hop,album,43,195947,0,0.618,0.848,11,-7.73,1,0.117,0.497,0.441,112.7
track_00621,Song Title 621,Harry Styles,rock,album,63,154843,0,0.709,0.918,8,-4.79,0,0.025,0.001,0.519,146.4
track_00622,Song Title 622,Bad Bunny,indie,album,69,171699,0,0.921,0.54,4,-12.02,1,0.104,0.065,0.513,111.6
track_00623,Song Title 623,Dua Lipa,indie,album,74,225231,0,0.464,0.772,4,-5.89,0,0.145,0.081,0.318,96.0
track_00624,Song Title 624,Coldplay,rock,album,57,186977,0,0.576,0.435,0,-12.38,1,0.123,0.379,0.585,129.1
track_00625,Song Title 625,BTS,dance/electronic,album,66,254918,0,0.821,0.544,5,-11.92,1,0.026,0.254,0.549,92.4
track_00626,Song Title 626,BTS,dance/electronic,single,62,169026,0,0.774,0.769,10,-7.23,0,0.041,0.044,0.902,133.4
track_00627,Song Title 627,Dua Lipa,r&b,single,60,245637,0,0.394,0.544,10,-8.67,1,0.043,0.024,0.395,90.1
track_00628,Song Title 628,Ariana Grande,indie,album,81,194843,0,0.735,0.747,4,-9.18,1,0.054,0.497,0.323,112.0
track_00629,Song Title 629,Bad Bunny,r&b,album,64,255763,0,0.743,0.53,6,-10.71,1,0.015,0.452,0.64,84.2
track_00630,Song Title 630,The Weeknd,indie,album,49,227697,0,0.674,0.871,6,-6.2,0,0.048,0.427,0.505,190.6
track_00631,Song Title 631,Harry Styles,latin,album,58,216737,0,0.869,0.804,3,-6.29,1,0.057,0.311,0.34,78.7
track_00632,Song Title 632,Harry Styles,latin,album,80,233254,1,0.688,0.892,4,-7.04,1,0.061,0.107,0.526,120.2
track_00633,Song Title 633,Dua Lipa,hip-hop,album,73,252932,1,0.894,0.829,9,-6.52,0,0.137,0.187,0.593,148.6
track_00634,Song Title 634,Ariana Grande,latin,single,65,208221,0,0.661,0.656,7,-7.29,1,0.058,0.241,0.503,145.9
track_00635,Song Title 635,BTS,hip-hop,album,60,144305,1,0.553,0.754,1,-9.81,0,0.021,0.067,0.58,141.3
track_00636,Song Title 636,BTS,latin,album,74,252001,0,0.84,0.474,0,-15.08,0,0.087,0.113,0.349,112.1
track_00637,Song Title 637,Ed Sheeran,pop,album,70,200506,1,0.78,0.774,5,-10.2,1,0.128,0.031,0.655,153.8
track_00638,Song Title 638,Dua Lipa,latin,album,71,299596,0,0.783,0.72,10,-10.82,1,0.031,0.027,0.576,142.8
track_00639,Song Title 639,Bad Bunny,r&b,single,60,188905,0,0.849,0.569,3,-9.71,0,0.083,0.104,0.256,125.3
